id,text,offensive_aggregated,offense_a1,offense_a2,offense_a3,offense_a4
2621,Vandaag werd er een heleboel zand geleverd voor de tuin. Dit is natuurlijk prachtig om naar te kijken.... URL,NOT,NOT,NOT,NOT,NOT
2622,@USER Mensen mochten geen afscheid nemen van geliefden. En dan flinkt men dit! Wat een klootzakken en wat een secreet is die Halsema van @USER Gelijkheid is gelijkheid voor iedereen! @USER grijp in! @USER onze @USER zijn al net zo laf! Tuig! Doe de groeten aan oma!,OFF,,,,
2623,"@USER Je weet niet wat iemand anders denkt, fantast.",OFF,,,,
2624,@USER Maar het zijn geen moslims en de gemiddelde moslim heeft er niets mee te maken.,NOT,NOT,NOT,NOT,NOT
2625,@USER Dus pak allemaal een bijl of machete... @USER wil open grenzen en vernietigd moedwillig onze veiligheid! #stempvv #pvv,OFF,,,,
2626,Dit is dus het niveau waar bijna 1 op de 3 Nederlanders op zou stemmen. #idiocracy,OFF,NOT,OFF,OFF,OFF
2627,@USER De obesitas socialist die zich volvreet voor een ander om zijn armzalig arbeiders bestaan,OFF,,,,
2628,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
2629,@USER Bizar eigenlijk dat een democratisch gekozen regering met argusogen bekeken word door de EU. Zegt meer over de EU ben ik bang.,OFF,NOT,NOT,OFF,OFF
2630,"Dat zijn merendeel jongeren van vijfde generatie waar van de ouders en diensouders ect...niks maar dan ook met de Nederlandse cultuur te maken willen hebben, maar merendeel het stiekem met jonges en meisjes doen ....van achteren pakken ...dat is geen seks voor het huwelijk",OFF,OFF,NOT,OFF,NOT
2631,Nationale Molendag 2019: Ontmoet de molenaar! In Limburg leuke activiteiten voor jong en oud in en rond zo’n 4... URL,NOT,NOT,NOT,NOT,NOT
2632,@USER @USER @USER @USER #dtv coronasteun voor zelfstandige en werknemers toekennen was noodzakelijk! Maar graag een correcte terugvoording voor zij die misbruik maken van het systeem! ??? \ud83d\ude4f\ud83c\udffc doe het op z\u2019n minst voor onze kinderen dat zij deze rekening niet dragen?,NOT,NOT,NOT,NOT,OFF
2633,".@USER Ik heb niets tegen mensen die veel geld verdienen en krijgen, maar wel als ze daardoor reële problemen van anderen niet zien.",NOT,NOT,NOT,NOT,OFF
2634,@USER @USER Maar als ik dat als blanke roep ga ik gelijk de bak in..,NOT,NOT,OFF,NOT,NOT
2635,"@USER FvD alsmaar meer aan de coaltie tafel aant schuiven , als ik de stemmingen volg . En wat ze in Brabant flikken .",OFF,NOT,OFF,NOT,OFF
2636,Den Haag kiest vandaag een nieuwe burgemeester. De stad wacht op iemand die rust brengt - Trouw URL,NOT,NOT,NOT,NOT,NOT
2637,"@USER Die titel klopt niet. Het is “Nu ook Corona bij vleesverwerker in Helmond”, er is helemaal niets “opnieuw” aan :grinning_face_with_sweat: ",NOT,NOT,NOT,NOT,NOT
2638,"@USER Wat gij moet doen is nog wat met uw speelgoedautotjes gaan spelen, klein kind, wordt volwassen.",OFF,,,,
2639,"ik was gister the blacklist aan het kijken, ze spraken ineens nederlands, ik vond dat best bijzonder :face_with_tears_of_joy: ",NOT,NOT,NOT,NOT,NOT
2640,"#Minneapolis politie wordt bureau uitgejaagd door betogers vanwege politiemoord op #GeorgeFloyd, 3e dag opstand URL",NOT,NOT,NOT,NOT,NOT
2641,@USER Ik zal wel net als Nino zijn jij verdient mijn aardige kant niet :face_with_steam_from_nose: Die trui is duurder dan je kk outfit opkkre hij was 6meijer ja wat dan kanker hollander,OFF,,,,
2642,Een arbeider in Polen kost 1/4 van een arbeider in België. En dan vinden mensen het nog raar dat de keuze snel gemaakt is.,NOT,NOT,NOT,NOT,NOT
2643,"#partijvoordedieren wil #klimaatneutraal Nederland in 2040 niet pas in 2050, zoals GroenLinks wil #slotdebat #MarianneThieme",NOT,NOT,NOT,NOT,NOT
2644,"Straks wel op café, maar over interfamiliaal grensverkeer naar Nederland hoor ik niets. Ik zou echt heel graag mijn ouders nog eens zien. Dat is inmiddels drie maanden geleden #COVID19 @USER @USER",NOT,NOT,NOT,NOT,NOT
2645,"@USER en andere belgische banken investeren in fossiele brandstoffen, dus in Saoudi Arabi\u00eb, en bijgevolg ook IS. #pijnlijk #divestment",OFF,,,,
2646,"Het extreem linkse gehalte van de @USER haatsite is enorm. Geweld, plunderingen, doodslag alles wordt goedgepraat. Antifa??...Nee die doen niet plunderen, dat doet extreem rechts. En dat soort lulkoek. Amerikaanse agenten gedragen zich als hooligans URL",OFF,OFF,OFF,OFF,OFF
2647,"(Ik zei braaf, niet “geduldig” NB :smirking_face: ), omdat Efteling hier niets aan kan doen, kunnen NLers, voor wie Efteling deel is van de economie/toerisme en tonnen werkgelegenheid creëert, het niet snappen?!? Overmacht, mensen!! Schiet niet in je eigen voet! Wij blijven steunen & wachten.",NOT,NOT,NOT,NOT,NOT
2648,"@USER @USER @USER Vanavond in ‘Vaarwel Nederland’ vertelden de inmiddels bejaarde emigranten hoe zij na de oorlog met hun ouders naar Zuid-Afrika reisden. Bijna allemaal zeiden zij, dat zij als kind in Nederland nog nooit of zelden zwarte mensen hadden gezien.",NOT,NOT,NOT,NOT,NOT
2649,@USER Best een grote!,NOT,NOT,NOT,NOT,NOT
2650,"Mercedes-Benz C-Klasse 180 K BLUEEFFICIENCY Navigatie, parkeersensoren voor en achter. Juiste kleurs URL",NOT,NOT,NOT,NOT,NOT
2651,"@USER @USER @USER Gij noemt letterlijk ""Denis"" en ziet er blanker uit dan 75% van de autochtone Vlaamse bevolking. Klapt mor al gewoein, abjaar.",NOT,NOT,NOT,OFF,NOT
2652,Goedemorgen iedereen URL,NOT,NOT,NOT,NOT,NOT
2653,@USER Gisteravond in Manchester 6 mensen zwaargewond afgevoerd omdat er een jongeman met z'n auto op ze inreed.,NOT,NOT,NOT,NOT,NOT
2654,Euromillions niet gewonnen. Mijn buikgevoel laat mij in de steek. Maar er is nog altijd de lotto vanavond! :smiling_face_with_sunglasses: ,NOT,NOT,NOT,NOT,NOT
2655,Mooi initiatief: NVvP en GGZ Nederland slaan handen ineen voor werkplezier URL,NOT,NOT,NOT,NOT,NOT
2656,"@USER Hoezo slaat om zich heen, neen hij komt weer als enigste ter wereld voor alle mensen op twitter op! Held En wordt weer verkeerd gespind door jullie Fake News. URL",OFF,OFF,NOT,OFF,OFF
2657,@USER zo dat is andere koek dan die linkse kut in Amsterdam!,OFF,,,,
2658,Nationale Molendag 2019: Ontmoet de molenaar! In Limburg leuke activiteiten voor jong en oud in en rond zo’n 4... URL,NOT,NOT,NOT,NOT,NOT
2659,@USER wat n gelul! gewoon een verstandige burgermeester! dan komt die verwijfde in beeld...kan niet wachten om die idioot te zien!,OFF,,,,
2660,@USER nou kijk dit zegt iedereen maar ik was vorige zomer bijna 8 kilo lichter en ik voel me fijner als die 8 kilo dr weer afgaat....,NOT,NOT,NOT,NOT,NOT
2661,@USER Als je opeens niet meer mag dansen van je dochter maham,NOT,NOT,NOT,NOT,NOT
2662,@USER @USER @USER Yes - welke banken doen mee en wat is de bron? Ben benieuwd!,NOT,NOT,NOT,NOT,NOT
2663,Ik dacht dat het nooit meer zou gebeuren! URL,NOT,NOT,NOT,NOT,NOT
2664,‘Supporters Ajax en Feyenoord moeten vrezen na nieuw incident’ URL,NOT,NOT,NOT,NOT,NOT
2665,Dit hoefde toch allemaal niet te zijn ! De burgers van een willekeurige land kunnen we zien in drie aparte groepen een is hard werkenden de ander de zakenmensen en de overheid. Arme burger van een land denkt hoe kan ik vanavond iets lekkers voor me kinderen brengen om te eten.,NOT,NOT,NOT,NOT,NOT
2666,URL,NOT,NOT,NOT,NOT,NOT
2667,Deze kinderen ervaren de hel op aarde zodat groene deugmensen een elektrische auto kunnen rijden - Frontnieuws URL,OFF,OFF,NOT,OFF,NOT
2668,"@USER Net als in Nederland worden in de VS doden niet getest. Riskant om conclusies te trekken uit deze cijfers. Maar dat maakt je niet uit, begrijp ik.",NOT,NOT,NOT,NOT,NOT
2669,"@USER ... APEN STELEN CORONA BLOEDMONSTERS IN INDIA ..???. ... Apen grepen en vluchtten met bloedmonsters van vier COVID-19-patiënten. We moesten opnieuw hun bloedmonsters nemen ”, vertelde topfunctionaris aan college, Reuters . URL",NOT,NOT,NOT,NOT,NOT
2670,#Erdo\u011fan is de zieke man van Azi\u00eb! Hij zal daatom alles doen voor de Turkse migranten behalve ze met rust laten! #Turkije #Hay\u0131r #Rutte,OFF,,,,
2671,@USER Gewoon oprotten dan lig je niet onder een politie auto,OFF,OFF,OFF,OFF,OFF
2672,@USER Sinds wanneer onderhandel je met moslim terroristen??.>..< (0_0),OFF,,,,
2673,@USER @USER @USER Wel even d’r bijblijven hé!,NOT,NOT,NOT,NOT,OFF
2674,"Brandeal Kleuren : Antraciet, Beige, Navy, ZwartPasvorm: Regular... van EURO 69.95 voor EURO 29.95 #aanbieding URL",NOT,NOT,NOT,NOT,NOT
2675,Met dit filmpje begonnen we aan de conferentie #NLwaterstofland URL,NOT,NOT,NOT,NOT,NOT
2676,Pornofilmmaker Jennifer Lyon Bell over hoe je de perfecte pornofilm maakt URL,NOT,NOT,NOT,NOT,NOT
2677,Verl antifa zit ertussen,NOT,NOT,NOT,NOT,NOT
2678,Vandaag is het #dagvandearbeid. Lees hoe Woord en Daad zich inzet voor #kansrijkwerk en doneer -&gt; URL,NOT,NOT,NOT,NOT,NOT
2679,@USER @USER Halsema gaat aftreden als t fout gaat we hopen erop en geen Corona regels bij deze demo misschien loopt er 1 tussen zijn we van t tuig af,OFF,OFF,OFF,OFF,OFF
2680,@USER @USER Dus volgend jaar niet je stem geven aan een van de rode mafkezen.,OFF,NOT,OFF,OFF,OFF
2681,"@USER @USER @USER Hoe zit het met je fout toegeven ? Ah ... Toon eens bewijzen van mijn zogenaamd racisme , wees eens een man en geef je fout toe of we zijn definitief uitgepraat .",NOT,NOT,NOT,NOT,OFF
2682,Nasr kijkt uit naar eerste thuisrace in Formule 1 #Formule1 URL,NOT,NOT,NOT,NOT,NOT
2683,@USER En antirook trol @USER ( @USER ) komt ook weer wat uit zijn nek lullen.. Hier zou over gezwegen moeten worden he antirook trol.. URL,OFF,,,,
2684,@USER @USER Nog een allochtoon ook zo te zien die agent.,OFF,OFF,OFF,OFF,OFF
2685,@USER URL,OFF,OFF,NOT,OFF,OFF
2686,@USER Kwantificeren is overschat. :) Je kan natuurlijk wel het aantal keer dat dit gebeurt tellen (en het is veel).,NOT,NOT,NOT,NOT,NOT
2687,@USER Rob Jetten jij Robot Homo. Jij begrijpt nog steeds niet dat je vriendin Ollogren weer onze vrijheid afpakt door het afschaffen van het Referendum. En ze kan geen eens de huur verhoging stoppen ik kan die makkelijk radicaal stoppen als ik in politiek zit het liefst zonder geld XD,OFF,,,,
2688,@USER Bullshit jobs zijn banen die eigenlijk niet horen te bestaan. Maar ze verdienen wel lekker. Betekenisvol werk wordt slecht betaald. URL,OFF,NOT,OFF,OFF,OFF
2689,@USER en waar plukken ze dat geld vandaan?ouderenzorg alle zorg onderwijs,NOT,NOT,NOT,NOT,NOT
2690,@USER @USER @USER Weet je dan misschien ook 't antwoord op deze vraag? URL,NOT,NOT,NOT,NOT,NOT
2691,Bekijk de vacature Callcentermedewerker inbound VodafoneZiggo - Jij weet hoe je erachter moet komen wat de klant … URL,NOT,NOT,NOT,NOT,NOT
2692,@USER @USER Ik ben Nederlander vieze vuile NSBer! Jij verkoopt je moeder nog aan die kut moslims stuk stront!,OFF,,,,
2693,< Er zijn maar 2 maatregelen die Frankrijk kan en moet nemen om een volgende aanslag te voorkomen: grenzen sluiten en moslims terugsturen.,OFF,,,,
2694,"@USER @USER kenne ze dan die gestoorde agent weer ff in dienst nemen, met een beetje mazzel zie we @USER dan niet meer terug :rat: ",OFF,,,,
2695,@USER @USER Ik mis die artiesten aan tafel. Ik stel voor de return voor om Guus Meeuwis en Boef uit te nodigen.,NOT,NOT,NOT,NOT,NOT
2696,"@USER @USER Kijk dat zitten dan,lijkt wel of je terug gaat naar de middeleeuwen.",NOT,NOT,NOT,NOT,NOT
2697,Opzienbarend: brandweer takelt gezochte vrouw uit woning URL,NOT,NOT,NOT,NOT,NOT
2698,Er staan nog 67 klachten over Eindhovens Dagblad op URL,NOT,NOT,NOT,NOT,NOT
2699,100x omgeroepen intercity direct van 7.15 vanaf Breda vertrekt van spoor 6 maar hij rijdt niet @USER weer geld verdiend op abonnement,NOT,NOT,NOT,NOT,OFF
2700,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
2701,Criminele jeugdbendes moeten v/d straat!Onder brengen in 'n gesticht voor opvoeding.Organisatie Halt.Bendes kosten belastingbetaler miljoene,OFF,NOT,NOT,OFF,OFF
2702,@USER @USER Da's weer een outkering en crimineel minder.,OFF,OFF,OFF,NOT,NOT
2703,@USER @USER @USER @USER @USER @USER Van horen zeggen is zij nu een GHB sletje en heeft ze sjans met een varken. Helemaal de weg kwijt dat kind. URL,OFF,,,,
2704,snap niet hoe mensen t niet eng vinden om auto te rijden die dingen zijn zo dodelijk is geen batavus fietsje he,NOT,NOT,NOT,OFF,NOT
2705,"@USER Dat ben ik met je eens, Vincent. Ben je nu al bijna op jouw eindbestemming? Als je hierdoor dertig minuten of meer vertraging hebt opgelopen, dan kun je een geld terug bij vertraging claim indienen via: URL",NOT,NOT,NOT,NOT,NOT
2706,"@USER @USER Dag Johnny, heb je ook door dat het blokdiagram totaal NIET representatief is voor de Amerikaanse bevolking? Aangezien er een grotere afro-populatie is. Groetjes en bedankt!",NOT,NOT,NOT,NOT,OFF
2707,@USER @USER Zo hoort het op :grinning_face: donderen,OFF,,,,
2708,@USER @USER dit was een overzicht van de activiteiten in de apenheul fijne middag :middle_finger: :rat: ,NOT,NOT,NOT,NOT,NOT
2709,@USER Niet voor mij ..ik houd het liever effen,NOT,NOT,NOT,NOT,NOT
2710,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
2711,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
2712,@USER Dat zijn vaak de mooiste mensen!,NOT,NOT,NOT,NOT,NOT
2713,@USER @USER Die Duitse mafklapper gebruikte geen 9mm maar een .45,OFF,OFF,OFF,OFF,OFF
2714,@USER @USER We kunnen ook mensen doodmaken eens kijken of dat je dan ook een nerts voelt.,NOT,OFF,NOT,NOT,NOT
2715,@USER @USER @USER @USER Het is keihard,NOT,NOT,NOT,NOT,NOT
2716,@USER Daders aanslag PARIJS zijn geen criminelen maar radicale gelovige MOSLIMS,OFF,NOT,OFF,OFF,OFF
2717,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,OFF,OFF,OFF,OFF
2718,Daar is ie dan: het kippenvel-lied van Dennis van Aarssen en Utrechtse horeca - URL,NOT,NOT,NOT,NOT,NOT
2719,Op de Dag van de Arbeid herinneren we de strijd die vrouwen jarenlang gevoerd hebben (en nog steeds voeren) voor een gelijk loon. Een overzicht: URL,NOT,NOT,NOT,NOT,NOT
2720,"En hoewel hij duidelijke tekenen van marteling op zijn lichaam had toen hij voor de rechter verscheen, liet die geen onderzoek instellen naar Panahi’s bewering dat hij alleen maar bekend had omdat hij was gemarteld. #SaveRamin",NOT,NOT,NOT,NOT,NOT
2721,@USER Hij was leuk,NOT,NOT,NOT,NOT,NOT
2722,'Beschaving': 1 op de 10 jongeren in Nederland krijgt Jeugdzorg. En wat voor zorg!,NOT,NOT,NOT,NOT,NOT
2723,@USER Dus een relatie met een donker iemand heeft eisen? @USER Dat is nieuw zeg. Zit een contract aan vast ? Ook als ik er niet achter sta wat die lui doen moet ik er achter staan want mijn man hft dezelfde kleur? Zo denk jij ? Wauw.,OFF,NOT,NOT,OFF,OFF
2724,@USER De 'onafhankelijke' media gaat helemaal #CNN Vermakelijk! @USER @USER @USER,OFF,NOT,NOT,OFF,OFF
2725,@USER erg jammer!,NOT,NOT,NOT,NOT,NOT
2726,"@USER @USER niet goed, maar ik begrijp hun woede, hun gedrag erop is ver van normaal. Hij is gewoon moedwillig vermoord. Moet je hem zien drukken. Hij wordt gewaarschuwd en wil niet luisteren. URL",NOT,NOT,NOT,NOT,OFF
2727,@USER Maar die mensen heb je in andere landen toch ook? Waarom zijn ‘wij’ daar dan zo gevoelig voor?,NOT,NOT,NOT,NOT,OFF
2728,The latest URL,NOT,NOT,NOT,NOT,NOT
2729,"@USER na meermaals domvlaminkje, verwijzing naar werkloosheid & hangmat (lekker stereotiep van iemand links), etc #potverwijtketel",OFF,,,,
2730,"@USER Feit is dat het in Hongarije fout gaat en dat kan best aan de verdragen liggen, maar ligt ook aan het verschil in geschiedenis. Wij hebben hier een ándere geschiedenis dan in Oosteuropa. Ik denk dat Oosteuropa veel meer geleden heeft onder WO II en de gevolgen ervan.",NOT,NOT,NOT,NOT,NOT
2731,Ik heb dat concert van little mix geskipt voor geld voor the vamps,NOT,NOT,NOT,NOT,NOT
2732,"@USER @USER @USER Iets anders, wanneer word Asscher voor de rechter gesleept voor het willens en wetens aan de afgrond brengen van duizende mensen door de kinderopvangtoeslagenaffaire???",OFF,OFF,NOT,OFF,OFF
2733,@USER seggie nouw ben je een kwartel? :flushed_face: :rat: ,OFF,NOT,OFF,NOT,OFF
2734,@USER Wel jammer van Baudet.,NOT,NOT,NOT,OFF,NOT
2735,"@USER Klets geen onzin Boekenstijn, jij zit vast in een dogma waar je niet in staat bent uit te komen. Baudet en Russiache steun... ja net zoals Putin ook Trump steunt, not. De wens is de vader vd gedachte, dat is duidelijk.",OFF,,,,
2736,@USER Wat een zielig zooitje nep deugers,OFF,OFF,OFF,OFF,OFF
2737,6 handige sites om je volgende #vakantie te plannen en je #bestemming te kiezen. URL,NOT,NOT,NOT,NOT,NOT
2738,@USER Je land gaat alleen kapot als je het toestaat . Een kopvod is provocerend ... de rechtelijke macht hoort neutraal te zijn stelletje Dhimmy's,OFF,NOT,OFF,OFF,NOT
2739,"@USER @USER Schokkend. Activistenwereld nauw verweven met NOS. “Simone Weimans, NOS-nieuwslezeres, is hoofd van een jury die 35.000 euro gemeentesubsidie via het Amsterdams Fonds voor de Kunst toekent aan het project van een KOZP-activist.” URL",NOT,NOT,NOT,NOT,OFF
2740,Ik wil elke avond weer gewoon k.o. geslagen worden zodat ik kan slapen,NOT,NOT,NOT,OFF,NOT
2741,@USER Als het regent in mei is april voorbij,NOT,NOT,NOT,NOT,NOT
2742,2. Dus dan horen afrikanen hier ook niet thuis volgens uw standpunt ? Staat genoteerd . Wie is er dan de racist of inclusieve vedraagzame en god weet wat anders persoon ? Oh en witte mensen bestaan niet .,NOT,NOT,NOT,NOT,OFF
2743,Als ik dit soort dingen lees baal ik des te meer dat 'wij' er niet bij zijn en de mild drammerige woordenwisselingen van Bert Maalderink met een gepikeerde bondscoach moeten missen. URL,NOT,NOT,NOT,NOT,OFF
2744,Kinderlijke eerlijkheid: laat net een dure MacBook pro op grond vallen. Dochter van 4 zegt 'gelukkig is het niet mama's computer'. Geweldig!,NOT,NOT,NOT,NOT,NOT
2745,#nieuws Uitgewezen asielzoekers steeds vaker terug naar land van herkomst URL,NOT,NOT,NOT,NOT,NOT
2746,@USER Rob Jetten jij Robot Homo. Jij begrijpt nog steeds niet dat je vriendin Ollogren weer onze vrijheid afpakt door het afschaffen van het Referendum. En ze kan geen eens de huur verhoging stoppen ik kan die makkelijk radicaal stoppen als ik in politiek zit het liefst zonder geld XD,OFF,,,,
2747,"Iemand zonder mondkapje wil trein niet verlaten. We staan stil, politie wordt erbij gehaald. Tja, dat krijg je ervan #Halsema #treinleven",OFF,,,,
2748,GroenLiegt: GroenLinks heeft een nogal verneukeratieve ‘snelkieswijzer‘ gemaakt over de Partij voor de Dieren - URL,OFF,OFF,OFF,OFF,OFF
2749,@USER @USER @USER welkom op twitter :new_moon_face: ,NOT,NOT,NOT,NOT,NOT
2750,"En nog eens een Dikke Middelvinger Opsteken naar al die Dokters en Verplegenden die zich Uitgesloofd hebben om mensen te redden . Mag hopen dat met een tweede golf van Corona , deze Ongeletterde Randdebielen flink geraakt worden door deze Virus !!!!",OFF,,,,
2751,"Jij : ""Ai. Trump trekt zich terug uit het klimaatakkoord van Parijs!"" Ik: ""Heb sindsdien nog nooit zo vaak moeten uitleggen, wat het belang vh akkoord is. En het lijkt me ook de 1ste keer dat de mensen een link leggen tussen beleid :counterclockwise_arrows_button: klimaat."" #hoop #voorzichtig URL",NOT,NOT,NOT,NOT,NOT
2752,"@USER Hey Wouter! Je bent gelukkig niet de enige die zich stoort aan hoe er in Nederland regelmatig tegen Japan, maar ook tegen de rest van Azië, wordt aangekeken. URL",NOT,NOT,NOT,NOT,NOT
2753,@USER @USER Oude kaart het is idd flink duurder geworden,NOT,NOT,NOT,NOT,NOT
2754,Deze invalide vrouw zou negers hebbben neergestoken vanuit haar rolstoel en daarop zouden de negers haar in elkaar hebben geslagen en met een brandblusser hebben bespoten. En even erna zien we dit en kon ze lopen? Wie heeft daar meer info over? URL,OFF,OFF,OFF,OFF,NOT
2755,"@USER na het kijken van jouw uitzending had ik hier een discussie met 3 vrienden over weer dat onderwerp Homo's . Zij en ik uiteraard ook , vinden dat je het te vaak over homo's hebt , en nog eens met die vervelende Ari Boomsma !",OFF,,,,
2756,@USER Dat zit in hun genen kijk maar naar Zuid-Afrika URL,OFF,OFF,NOT,OFF,NOT
2757,"@USER @USER @USER Word echt moe van dat slap gelul van die Stientje Veldhoven . Wat kan zij slap uit haar nek lullen ! Het OV heeft genoeg controleurs in dienst . Laat die weer controleren op Bus , Tram , Metro ! De Spoorwegen handhaaft ook zelf !",OFF,,,,
2758,"Ook mbt het voetbal. Duidelijk was tot 1 september geen evenementen. Klaar. En profvoetbal zonder supporters is niets. Wees blij, het ergste lijkt nu achter de rug. Kijk gewoon vooruit en hoop dat men van alles geleerd heeft en de boel op orde heeft voor een evt. volgende keer.",NOT,NOT,NOT,NOT,NOT
2759,toen #nederland nog een leuk land was URL,OFF,,,,
2760,@USER @USER Neger is een prima woord. De lading die jij eraan geeft boeit me niet. Onderling wordt het woord neger ook gebruikt. Ik laat me niet gijzelen door de linkse identiteitsmafia,OFF,,,,
2761,Black Panther was echt de eerste film met een goed soundtrack album,NOT,NOT,NOT,NOT,NOT
2762,Eerste versie nepnieuwsdatabase UnNews gelanceerd URL,NOT,NOT,NOT,NOT,NOT
2763,"Hoepel toch op met je racisme. De echte racisten zijn meestal de zwarten zelf. Een kennis werd laatst in Almere door een Afrikaan aangesproken met: \""H\u00e9 witman, wat doe jij hier!\"" #Erasmusbrug #BlackLivesMatter",OFF,,,,
2764,@USER En hoe komt dat? Wie heeft ons voor dat gat gezet?,NOT,NOT,NOT,NOT,NOT
2765,"@USER @USER @USER @USER @USER @USER En zo is het maar net,ik ook niet",NOT,NOT,NOT,NOT,NOT
2766,@USER Heel veel feest. En dank aan de mensen die dit voor elkaar kregen.,NOT,NOT,NOT,NOT,NOT
2767,"@USER @USER @USER Iets anders, wanneer word Asscher voor de rechter gesleept voor het willens en wetens aan de afgrond brengen van duizende mensen door de kinderopvangtoeslagenaffaire???",OFF,OFF,NOT,OFF,OFF
2768,"@USER @USER @USER de bestuurs leden van de VZW's waren de leden van het vloams blok , dus veroordeeld",NOT,NOT,NOT,NOT,NOT
2769,Ongeval op de #E313 naar Antwerpen in Ranst; file groeit snel aan. Nu al meer dan een half uur erbij van voor Massenhoven.,NOT,NOT,NOT,NOT,NOT
2770,Ik volg 189 mensen dus is eigenlijk 18 9 en dat is 18 september en dat is mijn verjaardag dus illuminati is weer bezig,NOT,NOT,NOT,NOT,NOT
2771,Heeft iemand de deur losgelaten in de gesloten inrichting?? Er is namelijk een idioot ontsnapt.,OFF,,,,
2772,"@USER @USER Hé @USER , wanneer ik nóg meer moet gaan fronsen over jouw leugens en lege woorden dan ik al 8 jaar doe, zie ik net als jou de waarheid niet meer dus krijg lekker de hik creep!",OFF,,,,
2773,"Voorts is de manier waarop vluchtelingen, illegale migranten en extremisten in die documentaire consequent verhaspelt worden loeiirritant.",NOT,NOT,NOT,NOT,OFF
2774,Tweedehands konijntje URL,NOT,NOT,NOT,NOT,NOT
2775,@USER @USER @USER Dat stond er niet bij in de vorige tweet. Ja daar zijn afspraken over. En de eigenaar moet betalen als ze die traceren. En meewerken. Het beest was niet meer transporteerbaar. Sommige mensen vinden alles gerechtvaardigd. Zo zijn er ook die een paard nog met een gebroken 1/2,NOT,NOT,NOT,NOT,NOT
2776,@USER @USER nu Nederland nog Turkse vlag weg Nederlandse vlag hangen en sluiten,OFF,NOT,OFF,NOT,OFF
2777,"Het interesseert mij echt helemaal niets hoe vaak ze iets retweeten, tenzij het BS is. Staat iedereen vrij... URL",OFF,OFF,OFF,OFF,OFF
2778,@USER Dus dat deze Afrikaan een jonge doodschopt omdat hij op zijn skateboard was moest hij dood geschopt worden ??? Ik haat jou smerige narcist URL,OFF,,,,
2779,"@USER DUIDELIJK! Maar ik hou niet van milieu vervuiling. We horen zorg te dragen voor wat Allah swt ons in bruikleen gaf, daarbij",NOT,NOT,NOT,NOT,NOT
2780,@USER Precies. Ga lekker drinken en help de middenstand en denk na over hoe f.king goed we het hier hebben.,OFF,OFF,OFF,OFF,OFF
2781,@USER Zijn ze vroeg achter dan man man man URL,NOT,NOT,NOT,NOT,NOT
2782,"@USER @USER De onzin komt vanuit hoe ""de mensen"" de versoepeling inzetten. Elke branche wil weer asap van start. Dan zie je hele rare dingen. Zo lang er geen vaccin of medicijn is blijf ik zoveel mogelijk weg van drukte. Ik laat je wel weten als je te dicht bij staat :speaking_head: :heavy_minus_sign: :face_with_medical_mask: :))",NOT,NOT,NOT,NOT,NOT
2783,"@USER @USER @USER @USER Niet iedereen doet dat en er zijn er zat die door hebben dat ze niet jofel moeten doen als ze in een zwakkere financiele positie zitten door gebeurtenissen in hun leven, afstand tot de arbeidsmarkt, etc. Daar zouden wij wat aan kunnen doen als maatschappij. Wat helpt (niet)?",NOT,NOT,NOT,NOT,NOT
2784,@USER @USER Bekijk dan ook eens waarom er enkel speed pedelecs te koop zijn die 1000-den euros meer kosten dan een gewone elektrische fiets,NOT,NOT,NOT,NOT,NOT
2785,VIDEO: Bijna thuis na tripje London.. hele trip top sfeer #foreverajax #Ajax #totAJA #awaydays URL,NOT,NOT,NOT,NOT,NOT
2786,@USER @USER Oh ja joh ? En dat moet je melden ? Wtf is er ooit met een brandblusser in jóuw gezicht gespoten ?,OFF,OFF,OFF,OFF,OFF
2787,"@USER 35 minuten over Corona en andere zaken en dan aan het einde zeggen ja we moeten wat voetbal zaken laten liggen i.v.m de tijd . Het is een Kut programma sinds de Corona,ik blijf nog kijken ook met mijn gekke bek",OFF,,,,
2788,RT @USER Zo gaat #groenlinks om met haar ideologische bontgenoten. Bah! Weten we dat alvast voor straks bij de coalitie.,OFF,OFF,OFF,NOT,OFF
2789,Zo jongen en goed je bordje leeg eten word je net zo sterk als je Papa. URL,NOT,NOT,NOT,NOT,NOT
